71,-2.4489,4.31,-0.6826,-0.5762,0.2185,90
71,5.0897,7.2481,1.3408,1.2431,-1.1919,81
71,5.857,7.1447,1.3762,1.9487,-1.8169,91
71,-7.4189,2.5876,0.4458,1.791,-2.3952,90
71,-6.85,2.8549,0.8463,2.5307,-1.4303,90
71,-6.7758,2.8053,0.886,2.4226,-1.3852,90
71,-7.3564,2.5528,0.5028,1.7121,-2.2731,90
71,-7.2259,2.5699,0.4196,1.5561,-2.1651,93
71,-2.3369,5.122,-0.386,-0.764,0.4481,95
71,-2.0272,5.501,-0.6723,-0.9284,1.341,95
71,-1.479,7.2506,1.2901,-0.9347,-0.2719,95
71,-0.785,7.8316,1.2472,-0.6773,0.198,95
71,8.4773,1.1572,2.2843,0.4034,-1.0762,95
71,-2.9013,4.7596,-1.615,-0.9583,0.3552,95
71,-2.8703,4.1161,-0.6307,-0.6167,0.0184,90
71,-0.9619,7.63,1.1861,-0.9244,0.6414,95
71,-1.5914,7.125,1.2521,-1.0359,-0.0822,95
71,-3.2619,3.9933,-0.6033,-0.6074,-0.2443,92
71,-1.6341,6.8684,0.2636,-1.1171,1.0592,95
71,-6.9985,2.7269,0.1112,1.2512,-2.2359,90
71,-6.3788,3.0938,0.3387,1.9193,-1.539,92
71,4.9919,7.3627,1.3955,1.2065,-1.1786,79
71,5.7406,7.2947,1.5024,1.944,-1.8289,91
71,6.946,3.5394,0.3159,2.4803,-1.3014,93
71,6.9827,3.8723,0.6362,2.0076,-0.3754,87
71,-0.6612,8.2429,1.6309,-0.555,-2.281,90
71,-0.439,9.2907,1.5918,-0.8598,-2.585,95
71,-7.1361,2.6346,0.2949,1.4354,-2.201,90
71,-6.5136,2.9932,0.5242,2.0857,-1.4758,90
71,-3.9769,4.2099,-1.2045,-0.9281,-0.3349,95
71,-3.6187,3.7524,-0.4817,-0.5644,-0.5107,92
71,-2.6871,4.8341,-1.6135,-0.935,0.4912,95
71,-0.435,8.7683,1.1771,-0.7139,-1.3385,95
71,8.572,0.7978,2.0833,1.2092,-1.5974,91
71,8.1879,1.9593,2.1157,0.9992,-0.7752,95
71,-0.5021,8.4413,1.2274,-0.5516,-0.7293,95
71,-6.6088,2.9083,0.681,2.2197,-1.4205,90
71,8.4176,1.2636,2.061,1.5129,-1.5008,91
71,-4.4377,3.8492,-1.0035,-0.8519,-0.7558,95
71,-6.526,2.9852,0.5379,2.1007,-1.4648,90
71,8.6494,0.4608,2.0709,1.0088,-1.6934,91
71,-7.3463,2.548,0.5058,1.6984,-2.259,93
71,-6.7731,2.8013,0.8854,2.4215,-1.379,90
71,-7.1585,2.6193,0.3302,1.475,-2.1927,90
71,-3.3322,3.9506,-0.5829,-0.5992,-0.2822,92
71,-3.8801,4.2744,-1.2374,-0.9257,-0.2817,95
71,-1.1547,7.7659,1.415,-0.6978,-1.1464,95
71,-2.1275,4.8007,-1.1264,-0.6616,0.9802,95
71,-1.7438,-3.6073,-1.4321,-2.005,-1.7435,38
71,-1.7677,-3.5723,-1.4634,-2.0157,-1.721,39
71,-2.1719,-3.534,-2.3331,-1.7249,-1.4427,49
71,-1.9315,-3.8666,-2.1026,-1.6418,-1.7334,43
71,-2.0879,-4.0675,-1.8572,-1.5773,-2.0483,40
71,-1.9919,-3.9678,-1.9291,-2.0742,-2.118,45
71,-2.0885,-4.0509,-1.9129,-1.6169,-2.0269,39
71,-2.0266,-3.9781,-1.9169,-2.0501,-2.144,32
71,-1.9901,-4.0796,-2.2323,-2.1541,-2.1863,45
71,-2.0467,-4.1415,-2.2491,-1.6153,-2.1432,40
71,-0.4608,-4.3038,-5.1401,-0.969,-2.9891,21
71,0.8337,-3.9898,-5.7658,-0.486,-2.8802,21
71,1.0235,-3.775,-5.4861,-0.0098,-2.7247,39
71,-0.265,-4.2465,-4.9406,-0.3332,-2.9317,37
71,2.1371,-3.3625,-5.9644,-0.5052,-2.3907,31
71,2.3068,-3.1621,-5.6071,-0.0489,-2.1058,41
71,2.8372,1.3219,-2.6198,1.2358,1.5519,62
71,3.1885,1.4896,-2.7118,1.7183,1.434,58
71,3.1899,1.381,-2.5594,1.6043,1.2531,39
71,3.0073,1.2755,-2.5411,1.3054,1.2574,36
71,2.0941,1.1706,-1.8884,0.5718,1.4,59
71,2.5115,0.9862,-1.7778,0.4741,1.5387,40
71,2.6108,1.292,-2.3115,0.3817,1.8336,50
71,2.154,1.5292,-2.3385,0.7535,1.465,48
71,2.828,1.3165,-3.0719,0.9096,1.1495,44
71,2.8962,1.0647,-2.8086,0.9808,1.7264,48
71,-5.2894,-3.5485,0.0471,3.4307,0.7075,72
71,-4.8582,-3.5389,-0.0974,2.7626,1.1,72
71,-4.6528,-3.6438,-0.1253,2.6211,0.6008,51
71,-5.0568,-3.6568,-0.0083,3.2433,0.2606,43
71,-5.1101,-3.6602,0.0109,3.3149,0.1877,49
71,-5.3167,-3.5448,0.0574,3.4696,0.6781,72
71,-3.064,-2.1664,-2.1854,-0.8858,-0.0644,57
71,-3.0474,-2.1972,-2.1973,-0.924,-0.096,58
71,-2.5511,-2.4697,-1.7554,-1.9989,-0.7275,51
71,-2.5658,-2.4479,-1.7545,-1.9891,-0.702,51
71,-3.0746,-2.1329,-2.168,-0.861,-0.0356,57
71,-2.7553,-2.1426,-1.7083,-1.7249,-0.4161,52
71,-4.1816,-2.797,-0.2198,1.6053,1.6305,37
71,-4.2067,-2.8615,-0.1671,1.6548,1.5948,44
71,-4.1846,-3.2896,-0.0536,2.0986,1.2165,47
71,-4.0761,-2.9397,-0.3891,1.9168,1.4666,43
71,-3.7739,-2.3582,-1.0397,1.3425,1.4238,43
71,-3.8447,-2.1972,-0.793,1.0029,1.5643,42
71,-7.7068,0.5041,2.3271,3.1956,-1.1739,74
71,-7.8546,0.7245,2.5515,3.4321,-1.1611,49
71,-8.12,0.4065,2.1559,3.3857,-1.347,33
71,-7.8246,0.3009,1.9993,3.2487,-1.1843,77
71,-8.1438,0.8409,3.0445,3.7957,-1.3456,50
71,-8.3989,0.4993,2.618,3.6694,-1.7967,29
71,3.029,-6.1566,1.4483,-1.713,1.2028,48
71,3.2958,-5.2933,1.2061,-1.1429,0.8046,95
71,-7.7778,-0.1217,2.3381,3.2105,-1.1777,41
71,-7.7299,0.291,2.3542,3.1994,-1.1758,42
71,-7.8361,0.2166,1.9997,3.247,-1.1911,53
71,-7.8763,-0.3272,2.0012,3.2625,-1.1946,51
71,0.7992,1.5738,-1.6972,0.5343,1.4719,46
71,0.8949,1.5494,-1.7208,0.567,1.4792,64
71,0.5588,1.7626,-1.7681,0.6961,1.7486,39
71,0.5103,1.7651,-1.7539,0.6888,1.7498,37
71,1.0786,1.4998,-1.756,0.5743,1.4869,47
